Temp_amb_int
10.477544
10.611823
10.577617
10.577617
10.555901
10.557687
10.480897
10.532579
10.25415
10.2359495
10.253534
10.35442
10.140823
10.140823
10.140823
10.158408
10.168084
10.246346
10.140046
10.157631
9.793819
9.894089
9.7872925
9.7872925
9.812718
9.693763
9.61388
9.61388
9.668337
9.492853
9.492853
9.665033
9.848052
9.940436
9.886008
10.02558
10.472847
9.856108
10.629146
10.795922
10.632711
10.696451
10.806953
10.943977
10.8130045
11.011972
11.078543
11.124
11.047753
11.047748
11.047748
11.266227
11.224237
11.5759115
11.616631
11.52932
11.404888
11.836961
11.934836
12.354605
12.433174
12.90441
12.8978615
12.985738
12.947352
12.923919
13.257394
13.675912
13.969444
14.008364
13.963127
13.928592
13.919353
13.883425
13.763803
13.738481
13.856083
13.812708
13.800971
13.6944275
13.676933
13.65909
13.888734
13.620202
13.6043
13.526452
13.610452
13.505916
13.505916
13.589915
13.556537
13.571826
13.472537
13.556537
13.455173
13.434517
13.262762
13.394285
13.104705
12.695345
12.583093
12.459943
12.177207
12.007806
12.000904
12.000904
11.976298
12.355656
12.20648
11.917788
11.926538
11.845632
11.648792
11.515326
11.514988
11.437797
11.255418
11.297848
10.851335
10.859629
10.451691
10.104216
9.591453
9.44351
9.216331
9.111734
9.1292515
8.856046
8.842364
8.842364
8.955488
8.810708
8.833978
8.833978
7.6871047
7.89409
8.241237
8.304675
8.557182
8.916989
9.094486
9.241061
9.421466
10.145281
10.169476
9.606853
9.778504
10.320483
10.846332
10.455245
10.802956
11.054704
11.229373
11.356411
11.257411
11.435984
11.855549
10.885263
13.258048
13.559044
12.666728
11.52526
10.835947
10.534016
10.216413
10.765749
10.6683655
10.669515
10.853244
11.032696
10.708928
10.708928
10.457047
10.391405
10.121
9.7396555
9.648421
9.572415
9.557918
9.372494
9.333696
9.355129
9.316317
8.956268
9.092515
8.588023
8.527222
8.665728
8.837687
8.577145
8.577145
8.966566
8.881883
8.968029
8.968287
8.968287
8.97797
10.067512
10.396429
11.536691
11.966492
11.789492
12.312035
13.333579
12.012205
11.9937315
12.244868
12.100468
11.945193
11.9596615
12.413277
12.009973
12.107002
12.474092
18.266739
17.067009
17.078848
16.580507
17.309107
19.209677
17.166656
16.472721
17.395874
18.04609
18.161648
17.934965
14.596438
9.70076
6.625516
6.4895797
6.8623643
6.5483327
7.383308
7.4822817
8.356842
8.1825485
9.324262
9.693109
10.401888
11.525075
11.882415
12.500471
13.912112
14.814862
15.2147045
15.715386
16.25483
16.178852
16.122961
16.343279
16.202919
16.007683
15.054817
14.576557
14.547556
13.241057
13.094732
12.32469
11.257564
9.614041
9.720474
9.346078
9.070884
9.187671
9.362015
9.362015
9.315005
9.455383
9.665439
9.575985
9.504226
9.712713
9.873402
9.832348
10.052976
9.825583
9.8828945
9.8251915
9.862128
9.843049
10.107916
10.271703
10.1865015
10.230551
10.069862
9.990671
10.159706
10.123323
9.699211
9.7356415
9.853688
9.88657
9.78648
9.782763
9.4965725
9.444977
9.376036
9.71605
9.4740305
9.326196
9.36662
10.126377
11.009519
11.009519
12.082641
12.5455065
11.5638895
11.8970175
11.349808
11.690533
11.692807
13.288084
15.162566
14.607025
13.925873
13.099583
12.920004
13.921257
13.700358
17.85635
17.184523
17.747812
10.794063
8.793178
7.745747
7.3577285
6.7545323
6.5563564
6.770423
6.8273215
6.9327
6.750163
7.5377803
7.9427
9.73284
10.058035
10.5626135
11.605558
11.017405
10.393373
10.079252
9.87872
9.665321
9.7106085
10.141657
10.214028
9.881959
9.304853
9.652335
9.381095
9.168384
8.861455
8.553653
8.554443
8.1444235
9.215968
9.558421
9.629684
9.633583
9.549555
9.500227
9.621915
9.534055
9.324661
9.244725
9.502562
9.443563
9.714983
9.451083
9.183002
9.219141
9.253256
9.236352
9.236352
9.326202
9.31344
10.021483
9.999778
9.99379
9.947207
10.215459
11.620277
11.863792
11.725662
11.414447
11.930191
11.930191
11.930191
12.701423
12.969674
12.969674
12.969674
11.435514
11.378562
11.646813
11.646813
10.997293
11.394697
11.394697
11.026317
11.195564
10.736995
10.636824
9.985868
9.995036
9.798646
9.769004
9.104158
10.313478
11.090183
12.319516
12.8795805
13.216525
13.6195345
14.079174
14.222151
14.585458
14.696271
14.914109
14.775715
14.861527
15.025825
15.212997
15.06237
15.656926
15.898569
16.24405
15.882935
15.534378
16.19656
16.582361
16.689672
17.264347
17.700779
17.231909
17.48973
18.08449
17.626492
17.837412
18.61037
18.701231
18.469757
18.178583
18.337091
18.317894
18.709425
18.119398
18.33778
18.083487
17.603363
17.460123
17.458334
17.681885
17.899067
18.068413
18.068413
17.912695
17.912695
17.848658
17.844166
17.836813
17.836813
17.785952
17.785952
17.775164
17.685572
17.602482
17.715254
17.567034
17.679806
17.715837
17.678467
17.700245
17.925262
17.67362
17.647099
17.593853
17.567331
17.409203
17.342182
17.218468
17.174973
16.795197
16.531893
16.68256
16.315891
16.459202
16.3516
16.366467
16.411598
16.643503
16.63498
16.624796
17.118275
16.942421
16.893154
17.059187
17.225216
17.095621
17.03767
17.151915
17.139948
17.15603
17.06128
17.069292
17.095814
17.095814
17.043556
17.029928
16.76877
16.708714
16.633444
16.42901
16.304749
16.344166
16.160234
16.457228
16.557364
16.23855
16.1795
15.307111
15.294323
16.501461
16.181147
16.203949
16.211302
16.872643
16.572676
17.202967
17.268553
17.727583
17.072893
16.608585
18.028372
18.702087
19.142267
19.074125
19.085981
19.803465
18.725216
18.447468
18.579117
17.655506
17.179682
16.524267
16.085087
16.242064
15.053434
14.477767
14.053229
13.724384
13.317425
